index,claims,text_tokens,claim_idx,claim_vector
4256,"[{'start': 21, 'end': 31}]","['जब', 'गहलोत', 'ने', 'कहा', '...', '""', 'नकारा', 'है', ',', 'निकम्मा', 'है', ',', 'कामचोर', 'है', 'तभी', 'भरोसा', 'हो', 'गया', 'था', 'कि', '""', 'इतनी', 'खूबियों', 'वाला', 'इंसान', 'कांग्रेस', 'छोंड़कर', 'जा', 'ही', 'नहीं', 'सकता', '।', '🤣', '🤣', '🤣']","{21, 22, 23, 24, 25, 26, 27, 28, 29, 30}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
4257,"[{'start': 0, 'end': 4}]","['जीडीपी', 'में', 'भारी', 'गिरावट', 'के', 'बाद', 'क्या', 'हैं', 'विकल्प', '?', 'https://t.co/7UJ3dIfXGr']","{0, 1, 2, 3}","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
4258,"[{'start': 0, 'end': 13}]","['कंगना', 'के', '‘', 'बॉलीवुड', 'ड्रग', 'माफिया', '’', 'वाले', 'खुलासे', 'पर', 'बोले', 'महेश', 'जेठमलानी', '-', '’', 'एक', 'ने', 'खंडन', 'नहीं', 'किया', '’', 'https://t.co/9RmwxFdcbi']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4259,[],"['#PoshanMaah2020', 'के', 'अवसर', 'पर', 'जन', 'भागीदारी', 'से', 'देश', 'के', 'हर', 'घर', 'तक', 'एक', 'पौष्टिक', 'आहार', 'की', 'जानकारी', 'पहुंचाएं', 'और', 'भारतवर्ष', 'को', 'एक', 'स्वस्थ', 'भविष्य', 'की', 'ओर', 'ले', 'जाएं', ':', 'केंद्रीय', 'मंत्री', '@U25690650', 'https://t.co/l7uuQQQiv1']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4260,"[{'start': 2, 'end': 26}]","['मुंबई', ':', 'गोरेगांव', 'में', 'नाले', 'में', 'गिरे', '2', 'साल', 'के', 'दिव्यांश', 'का', '24', 'घंटे', 'बाद', 'भी', 'सुराग', 'नहीं', ',', 'पिता', 'का', 'BMC', 'पर', 'लापरवाही', 'का', 'आरोप', 'रिपोर्ट', '-', '@U98812777', 'https://t.co/lCKBvReLdm', 'https://t.co/P9965UgfMP']","{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25}","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
4261,[],"['मास्क', 'एटिकेट', 'क्या', 'हैं', '?', '#IndiaFightsCorona', '|', '#COVID19', '@U35107414', '|', '@U47160520', '|', '@U38167222', 'https://t.co/ppXsrZ64Ui']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4262,"[{'start': 2, 'end': 28}]","['#BiharElections', '|', 'कांग्रेस', 'ने', 'सोमवार', 'को', 'बापू', 'की', 'कर्म', '-', 'भूमि', 'चंपारण', 'से', 'चुनावी', 'अभियान', 'का', 'शंखनाद', 'किया', ',', 'जिसे', 'पार्टी', 'ने', 'क्रांति', 'महासम्मेलन', 'का', 'नाम', 'दिया', 'है', 'https://t.co/XzArmzAm6F']","{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27}","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
4263,"[{'start': 0, 'end': 23}]","['पिता', 'संग', 'खराब', 'थे', 'सुशांत', 'सिंह', 'राजपूत', 'के', 'रिश्ते', '?', 'रिया', 'चक्रवर्ती', 'के', 'इस', 'दावे', 'पर', 'सवाल', 'खड़े', 'कर', 'रहा', 'यह', 'वायरल', 'वीडियो', '#SushantSinghRajputCase', 'https://t.co/9zXt7eEvLG']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
4264,"[{'start': 0, 'end': 30}]","['लद्दाख', 'में', 'चीन', 'के', 'कब्जे', 'वाली', 'जमीन', 'को', 'भारत', 'ने', 'वापस', 'ले', 'लिया', 'है', '।', 'सैनिक', 'इसी', 'सफलता', 'का', 'जश्न', 'मना', 'रहे', 'हैं', '।', 'सैनिक', 'जश्न', 'मनाते', 'दिख', 'रहे', 'हैं', '।']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
4265,"[{'start': 0, 'end': 34}, {'start': 36, 'end': 51}]","['जब', 'योगी', 'जी', '1998', 'में', 'पहली', 'बार', 'सांसद', 'बने', 'थे', 'लोग', 'तब', 'से', 'उन्हें', 'हरा', 'रहे', 'हैं', 'पर', 'योगी', 'जी', 'तब', 'से', 'लगातार', '5', 'बार', 'सांसद', 'भी', 'बने', 'और', '2017', 'से', 'मुख्यमंत्री', 'भी', 'हैं', '..', '!', 'इसबार', 'भी', 'लोग', 'कह', 'रहें', 'योगी', 'को', 'मुख्यमंत्री', 'तो', 'क्या', 'विधायक', 'भी', 'बनने', 'नहीं', 'देंगे', 'पर', '""', 'दिल', 'को', 'बहलाने', 'के', 'लिए', 'ये', 'ख्वाब', 'भी', 'अच्छा', 'है', 'गालिब', '""', '😂', '😂']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4266,"[{'start': 0, 'end': 22}]","['दो', 'महीने', 'पहले', 'इसी', 'अस्पताल', 'की', 'कड़ी', 'निंदा', 'की', 'गयी', 'थी', '।', 'आज', 'इस', 'अस्पताल', 'की', 'चारों', 'तरफ़', 'तारीफ़', 'हो', 'रही', 'है', '।', 'अस्पताल', 'के', 'सभी', 'डाक्टर्ज़', 'एवं', 'कर्मचारियों', 'को', 'बहुत', 'बहुत', 'बधाई', 'जिनके', 'प्रयासों', 'से', 'ये', 'सम्भव', 'हुआ', '।', 'https://t.co/kwL8Dq3tKn']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4267,"[{'start': 0, 'end': 27}]","['हिंदुस्तान', 'के', 'अंदर', 'हिंदुओं', 'का', 'ही', 'धर्मपरिवर्तन', 'हिंदू', 'बेटियों', 'के', 'साथ', 'लवजिहाद', 'हिंदू', 'परिवारों', 'का', 'पलायन', 'हिंदू', 'देवी', 'देवताओं', 'को', 'गालियां', 'हिंदुओं', 'की', 'संस्कृति', 'के', 'साथ', 'खिलवाड़', 'आखिर', 'ऐसा', 'कब', 'तक', 'चलेगा', '?', '🤔', '🙃']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
4268,"[{'start': 2, 'end': 16}]","['#TaalThokKe', ':', 'रिया', 'का', ""'"", 'कबूलनामा', ""'"", '-', 'ड्रग्स', 'के', 'लिए', 'सुशांत', 'ही', 'पैसे', 'देते', 'थे', '-', 'सूत्र', '#SushantKaSachKya', 'पर', 'ट्वीट', 'कर', 'दें', 'अपनी', 'राय', 'Watch', 'LIVE', '-', 'https://t.co/gfUtRWrNnZ', 'https://t.co/ij0hd6wEUF']","{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4269,[],"['@U67131236', 'संजय', 'राउत', 'ने', 'शिवसेना', 'की', 'अच्छी', 'खासी', 'हैसियत', 'को', ',', '2', 'कौड़ी', 'की', 'औकात', 'में', 'बदल', 'दिया', 'सरकारी', 'तंत्र', 'का', 'इससे', 'घटिया', 'इस्तेमाल', 'पहले', 'कभी', 'नहीं', 'देखा', 'होगा', '.']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4270,"[{'start': 0, 'end': 22}]","['स्वस्थ', 'आदमी', 'को', 'कोरोना', 'पेशेंट', 'बता', 'कर', 'अब', 'तक', '125', 'लोगो', 'का', 'किडनी', 'निकाल', 'कर', 'हत्या', 'करने', 'वाला', 'डॉ', 'देवेन्द्र', 'शर्मा', 'गिरफ्तार', 'ऐसे', 'ना', 'जाने', 'कितने', 'डॉ', 'हमारे', 'आपके', 'बीच', 'मे', 'है', 'जिससे', 'हमलोगो', 'को', 'सतर्क', 'रहना', 'होगा', 'और', 'अपने', 'लोगो', 'का', 'ख्याल', 'रखना', 'होगा', '|', 'किसी', 'भी', 'स्वस्थ', 'इन्शान', 'की', 'कोरोना', 'से', 'मौत', 'होती', 'है', 'तो', 'डॉ', 'द्वरा', 'लपेटे', 'हुवे', 'बॉडी', 'को', 'दूर', 'से', 'ही', 'सही', 'पर', 'चैक', 'जरूर', 'करे', '|']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4271,"[{'start': 0, 'end': 15}]","['पालघर', 'में', 'संतों', 'पर', 'हुए', 'हमले', 'के', 'बाद', 'नागा', 'राज्य', 'में', 'इकट्\u200cठा', 'हो', 'गए', 'हैं']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4272,"[{'start': 0, 'end': 16}]","['हमारे', 'किसानों', 'ने', 'कोरोना', 'की', 'इन', 'कठिन', 'परिस्थितियों', 'में', 'भी', 'अपनी', 'ताकत', 'को', 'साबित', 'किया', 'है', '।', 'मैं', 'देश', 'के', 'किसानों', 'को', 'बधाई', 'देता', 'हूं', ',', 'उनके', 'परिश्रम', 'को', 'नमन', 'करता', 'हूं', '।', '#MannKiBaat', 'https://t.co/kaAtoN2T6y']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4273,"[{'start': 0, 'end': 18}, {'start': 22, 'end': 35}]","['कोल', 'इंडिया', '2023', '-', '24', 'तक', '500', 'परियोजनाओं', 'में', '1.22', 'लाख', 'करोड़', 'रुपये', 'से', 'ज्यादा', 'का', 'करेगी', 'निवेश', ':', 'केंद्रीय', 'मंत्री', '@U27400699', '49', 'फर्स्ट', 'माइल', 'कनेक्टिविटी', 'परियोजनाओं', 'में', '14200', 'करोड़', 'रुपये', 'निवेश', 'करेगी', 'कोल', 'इंडिया', 'विवरण', ':', 'https://t.co/P4ONUQdCIo']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
4274,"[{'start': 2, 'end': 13}]","['नौटंकी', 'शुरू', 'बैंगलोर', 'की', 'तरह', 'स्वीडन', 'में', 'मुस्लिमो', 'ने', 'चेन', 'बनाकर', 'चर्च', 'बचाया', 'https://t.co/dqsAwbSh43']","{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12}","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
4275,[],"['आजादी', 'के', '74वें', 'साल', 'में', 'देश', 'के', 'बहुजन', 'कितने', 'आजाद', '?', '?', '#स्वतंत्रतादिवस', '#IndependenceDay2020', 'https://t.co/vH73BO2tgj']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4276,[],"['आज', 'जो', 'आवाज़', 'नही', 'उठाते', 'वो', 'कल', 'पछतायेंगे', ',', 'क्यूंकि', 'आज', 'हमारा', 'खामोश', 'रहना', 'ही', 'आने', 'वाली', 'पीढ़ी', 'की', 'गुलामी', 'की', 'ज़मानत', 'है', ',', 'और', 'लोग', 'आने', 'वाले', 'वक्त', 'में', 'कहेंगे', 'की', 'ज़माना', 'ही', 'खराब', 'था', 'क्या', 'करते', ',', 'लेकिन', 'नस्लें', 'पूछेंगी', 'तुम', 'खामोश', 'क्यूं', 'थे', '?']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4277,"[{'start': 5, 'end': 33}]","['उपमुख्यमंत्री', '@U50217665', 'ने', 'कहा', 'कि', 'हरियाणा', 'देश', 'का', 'ऐसा', 'पहला', 'राज्य', 'होगा', 'जो', 'अपनी', 'नई', 'उद्योग', 'नीति', 'में', 'ऐरो', '-', 'स्पेस', 'और', 'एविएशन', 'को', 'भी', 'थ्रस्ट', '-', 'सेक्टर', 'के', 'तौर', 'पर', 'फोकस', 'करेगा', '।', 'https://t.co/VSGHldAeAu']","{5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32}","[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
4278,"[{'start': 0, 'end': 5}]","['सोनिया', 'गांधी', 'कांग्रेस', 'अध्यक्षा', 'है', ',', 'इसलिए', 'मैं', 'कांग्रेस', 'को', 'वोट', 'नही', 'देता', '!', 'राहुल', 'गांधी', 'को', 'अध्यक्ष', 'बना', 'दो', ',', 'मैं', 'कांग्रेस', 'को', 'फिर', 'भी', 'वोट', 'नही', 'दूंगा', '...', '🙈']","{0, 1, 2, 3, 4}","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4279,"[{'start': 0, 'end': 10}]","['डिजिटल', 'नीतीश', 'कुमार', 'की', 'पहली', 'ही', 'रैली', 'इंटरनेट', 'से', 'गायब', 'https://t.co/nduDK9chcZ', '#BiharElections', '@U85342172']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
4280,"[{'start': 4, 'end': 13}]","['दुर्गेश', 'यादव', 'हत्याकांड', ':', 'आरोपी', 'पलक', 'ठाकुर', 'का', 'का', 'सत्ता', 'कनेक्शन', 'आया', 'सामने', ',', 'जानें', '-', 'कौन', 'है', 'मुंहबोला', 'भाई', '#DurgeshYadav', '#PalakThakur', 'https://t.co/LmtD4GWZpA']","{4, 5, 6, 7, 8, 9, 10, 11, 12}","[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4281,"[{'start': 0, 'end': 11}, {'start': 14, 'end': 21}]","['पप्पू', 'यादव', 'ने', 'वित्त', 'रहित', 'शिक्षकों', 'के', 'आंदोलन', 'का', 'किया', 'समर्थन', ',', 'कहा', '-', 'सभी', 'ने', 'देश', 'के', 'निर्माता', 'को', 'ठगा', '@U90450263', 'की', 'रिपोर्ट', 'https://t.co/MxXsLI6asw']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19, 20}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
4282,"[{'start': 0, 'end': 16}]","['केंद्र', 'में', 'फिल्म', 'मंत्रालय', 'बने', 'और', 'उसकी', 'मंत्री', 'कंगना', 'रनौत', 'बने', 'यही', 'समय', 'की', 'मांग', 'है', ',', ',', 'कौन', '-', 'कौन', 'सहमत', 'है', 'मेरी', 'बात', 'से', '🤔', '❓']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4283,"[{'start': 0, 'end': 11}]","['हमने', 'नए', 'एप', 'मौसम', ',', 'दामिनी', 'और', 'रेन', 'अलार्म', 'लॉन्च', 'किए', ':', 'मौसम', 'विभाग']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
4284,[],"['बैंको', 'का', 'नही', ',', 'बैंक', 'खातो', 'का', 'विलय', 'करो', '...', 'जैसे', 'मुकेश', 'अंबानी', 'के', 'साथ', 'गरीब', 'के', 'खाते', 'का', ',', 'तब', 'अर्थव्यवस्था', 'पटरी', 'पर', 'आएगी', '...', '!', '😂', '🤣', '😎', '😎', '@U14827628']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4285,"[{'start': 5, 'end': 41}]","['सुशांत', 'सिंह', 'राजपूत', 'मामला', ':', 'सीबीआई', 'जांच', 'में', 'रफ्तार', 'देखने', 'को', 'मिल', 'रही', 'है', ',', 'सुशांत', 'के', 'दोस्तों', ',', 'कुक', 'और', 'कई', 'अन्य', 'गवाहों', 'से', 'भी', 'पूछताछ', 'जारी', 'है', '.', 'इसी', 'बीच', 'सुशांत', 'की', 'पडोसी', 'ने', 'एक', 'बड़ा', 'दावा', 'किया', 'है', '#SushantSinghRajput', '@U29796326', 'https://t.co/offP4NJlcc']","{5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40}","[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
4286,[],"['झुकता', 'ही', 'नहीं', 'सर', 'किसी', 'जालिम', 'के', 'सामने', 'हिम्मत', 'ही', 'ऐसी', 'दे', 'गया', 'सजदा', '#हुसैन', 'का']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4287,"[{'start': 0, 'end': 28}]","['फेसबुक', 'पर', 'फरवरी', '2019', '(', '18', 'माह', ')', 'से', 'बीजेपी', '&', 'amp', ';', 'संबधित', 'संगठनों', 'का', 'विज्ञापन', 'राशि', '64', '%', 'रहा', 'है', 'और', 'बाकी', 'में', 'शेष', 'पार्टियों', 'का', '।', 'अब', 'समझ', 'मे', 'आया', 'कि', 'fb', 'bjp', 'के', 'सेवा', 'में', 'क्यों', 'है', '।', '@U37453835']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
